wavelength_nm,x_bar,y_bar,z_bar
744,0.0003928115525562564,0.00014676377765384074,0.0000000015643046738368229
745,0.0003661347216538806,0.00013684228156870076,0.0000000014860431764205003
746,0.0003412908165230294,0.00012759933523336496,0.000000001411869371026447
747,0.0003181585360971469,0.00011899034432715205,0.0000000013415593612937925
748,0.00029662839798034264,0.000110975109593618,0.0000000012749034270443054
749,0.0002765966465115221,0.00010351548783773073,0.000000001211703209217766
750,0.00025796507817468924,0.00009657535366937474,0.0000000011517739890745497
751,0.00024063928223038184,0.00009011988808895812,0.0000000010949358504590258
752,0.00022452454639075172,0.00008411408532006307,0.000000001041023869108077
753,0.00020953180756255683,0.00007852498609353156,0.0000000009898811603443752
754,0.00019557890478957255,0.00007332217660920149,0.0000000009413615410420445
755,0.00018259001290394796,0.00006847758282325511,0.0000000008953222058182004
756,0.00017049490199762038,0.00006396517109964826,0.0000000008516350286571044
757,0.00015922785022443538,0.00005976051369436369,0.0000000008101732871382036
758,0.00014872812962775456,0.00005584103143782766,0.0000000007708180136222155
759,0.00013893984487009555,0.000052185955288608494,0.0000000007334593439827095
760,0.00012981154837870117,0.00004877616306981506,0.0000000006979947166644215
761,0.0001212966592225745,0.00004559437430633814,0.0000000006643218707641382
762,0.00011335525932668139,0.00004262586210641137,0.0000000006323476924769017
763,0.00010595058416627776,0.00003985705044530655,0.0000000006019820731719981
764,0.00009904788072446691,0.00003727511121413268,0.0000000005731436054034745
765,0.00009261440749110869,0.00003486794059202206,0.0000000005457523324475599
766,0.00008661831373813718,0.00003262374008850606,0.0000000005197346519700898
767,0.00008102609518726301,0.000030530042355591196,0.0000000004950153938540437
768,0.00007580629410700151,0.00002857512475391416,0.0000000004715299227027517
769,0.00007093031890533336,0.00002674834284681355,0.0000000004492126609957426
770,0.00006637216219356567,0.000025040010776869296,0.00000000042800684594573344
771,0.00006210914896000682,0.000023441700058117163,0.0000000004078534349880878
772,0.00005812418447148797,0.00002194710579129491,0.0000000003886965692372469
773,0.000054401757947538286,0.00002055051260342061,0.00000000037048732435715504
774,0.00005092684495547754,0.000019246374433334336,0.00000000035317880058023064
775,0.000047684950815835265,0.000018029327389181733,0.00000000033672095179455086
776,0.00004466143062182724,0.00001689393833246392,0.00000000032107281645813076
777,0.00004183971444838055,0.000015834003145326794,0.0000000003061909576570174
778,0.00003920403406836881,0.000014843612795633696,0.0000000002920393708970061
779,0.00003674006676250626,0.000013917404477266675,0.00000000027857851653367385
780,0.00003443478873165796,0.00001305050238729378,0.0000000002657738625902591
